responsavel_nome;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;status_da_indicacao;numero_inciso;numero_do_controle_de_execucao;no_empenho_execucao_direta;processo_de_compra;registro_de_preco;descricao_processo_de_compras;no_processo_de_compra_planejamento_de_registro_de_precos;status_do_processo_de_compra_registro_de_precos;valor_indicacao;valor_utilizado_controle;valor_empenhado;valor_liquidado;valor_pago;valor_executado;justificativa;classificacao_iot
DOORGAL ANDRADA;4291;FUNDO ESTADUAL DE SAÚDE;SES;116495;RESOLUÇÃO SES;APROVADO;1379;7821;;Não;;;;;40000,0;40000,0;40000,0;40000,0;40000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116497;RESOLUÇÃO SES;APROVADO;453;6759;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116498;RESOLUÇÃO SES;APROVADO;453;6740;;Não;;;;;170000,0;170000,0;170000,0;170000,0;170000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116499;RESOLUÇÃO SES;APROVADO;453;6108;;Não;;;;;180000,0;180000,0;180000,0;180000,0;180000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116500;RESOLUÇÃO SES;APROVADO;453;6145;;Não;;;;;180000,0;180000,0;180000,0;180000,0;180000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116501;RESOLUÇÃO SES;APROVADO;453;6184;;Não;;;;;180000,0;180000,0;180000,0;180000,0;180000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116502;RESOLUÇÃO SES;APROVADO;453;6207;;Não;;;;;260000,0;260000,0;260000,0;260000,0;260000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116504;RESOLUÇÃO SES;APROVADO;453;6254;;Não;;;;;260000,0;260000,0;260000,0;260000,0;260000,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116508;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1447;14744;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116509;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1447;13694;;Não;;;;;150000,0;150000,0;150000,0;150000,0;0,0;;Ausência de conta bancária cadastrada do beneficiário no portal Sigcon;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
CORONEL HENRIQUE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116510;RESOLUÇÃO SES;APROVADO;1448;7769;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
ARLEN SANTIAGO;4291;FUNDO ESTADUAL DE SAÚDE;SES;116511;RESOLUÇÃO SES;APROVADO;506;7392;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116514;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;1457;8853;208,0;Sim;Sim;Adesão a RP referente a aquisição kits esportivos (redes, bolas e uniformes) conforme solicitação da área demandante.;1,4812640000242024e+16;CONCLUÍDO;100000,0;92928,5;92928,5;92928,5;0,0;92928,5;Aquisição de melhor forma pelo governo do estado.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
JOAO VITOR XAVIER;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116515;CELEBRAÇÃO DE CONVÊNIO;APROVADO;233;8087;;Não;;;;;117492,0;117492,0;117492,0;117492,0;117492,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116516;RESOLUÇÃO SES;APROVADO;1437;7006;;Não;;;;;241316,0;241316,0;241316,0;241316,0;241316,0;;;
MAURO TRAMONTE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116517;CELEBRAÇÃO DE CONVÊNIO;APROVADO;150;14527;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
MAURO TRAMONTE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116518;CELEBRAÇÃO DE CONVÊNIO;APROVADO;150;14696;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
DOUTOR PAULO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116520;CELEBRAÇÃO DE CONVÊNIO;APROVADO;162;17008;;Não;;;;;90000,0;89938,33;89938,33;89938,33;89938,33;;;
ARLEN SANTIAGO;2421;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;SEDESE;116527;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;371;8257;68512502,0;Sim;Sim;"CAIXA D'ÁGUA - MATERIA PRIMA: POLIETILENO; CAPACIDADE: 500 LITROS; TAMPA: ROSQUEÁVEL.";2421020000012,0;CONCLUÍDO;48000,0;31200,0;31200,0;31200,0;30825,6;30825,6;Os itens indicados ficaram mais baratos na ata de registro de preços realizada, gerando economia no processo de aquisição.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ARLEN SANTIAGO;2421;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;SEDESE;116530;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;371;8254;68512208,0;Sim;Sim;"CAIXA D'ÁGUA - MATÉRIA PRIMA: POLIETILENO; CAPACIDADE: 500 LITROS; TAMPA: ROSQUEÁVEL.";2421020000012,0;CONCLUÍDO;40000,0;33600,0;33600,0;33600,0;33600,0;33600,0;Os itens indicados ficaram mais baratos na ata de registro de preços realizada, gerando economia no processo de aquisição.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ARLEN SANTIAGO;2421;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;SEDESE;116531;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;371;8255;68512208,0;Sim;Sim;"CAIXA DAGUA - MATERIA-PRIMA: POLIETILENO; CAPACIDADE: 500 LITROS; TAMPA: COM TAMPA ROSCAVEL;";2421020000012,0;CONCLUÍDO;80000,0;67200,0;67200,0;67200,0;67200,0;67200,0;Os itens indicados ficaram mais baratos na ata de registro de preços realizada, gerando economia no processo de aquisição.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
GUSTAVO VALADARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116533;RESOLUÇÃO SES;APROVADO;1458;7526;;Não;;;;;239250,0;239250,0;239250,0;239250,0;239250,0;;;
DOUTOR PAULO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116535;CELEBRAÇÃO DE CONVÊNIO;APROVADO;162;14674;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116537;RESOLUÇÃO SES;APROVADO;1437;7031;;Não;;;;;241316,0;241316,0;241316,0;241316,0;241316,0;;;
CARLOS HENRIQUE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116538;RESOLUÇÃO SES;APROVADO;1125;6113;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
DUARTE BECHIR;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;SEMAD;116541;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1399;8268;;Não;;;;;180000,0;180000,0;180000,0;180000,0;180000,0;;;
Bloco Minas São Muitas;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116542;EXECUÇÃO DIRETA;APROVADO;1464;8029;254,0;Sim;Não;Aquisição de uniformes escolares para alunos do CTPM Araguari - Rainha da Paz.;1,2521570000202024e+16;CONCLUÍDO;164178,0;164178,0;164172,41;0,0;0,0;;Saldo decorre de economicidade. Aguarda entregas para liquidação.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
Bloco Minas São Muitas;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116552;EXECUÇÃO DIRETA;APROVADO;1466;8029;254,0;Sim;Não;Aquisição de uniformes escolares para alunos do CTPM Araguari - Rainha da Paz.;1,2521570000202024e+16;CONCLUÍDO;15822,0;15822,0;15822,0;0,0;0,0;;Aguarda entregas para liquidação.;outras razões de ordem técnica devidamente justificadas.
DOORGAL ANDRADA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116553;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1272;8681;;Não;;;;;50000,0;50000,0;50000,0;50000,0;50000,0;;;
CASSIO SOARES;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116555;TRANSFERÊNCIA ESPECIAL;APROVADO;1482;15783;;Não;;;;;50000,0;50000,0;50000,0;50000,0;50000,0;;;
MAURO TRAMONTE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116558;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1461;13745;;Não;;;;;200000,0;200000,0;200000,0;200000,0;0,0;;Ausência de conta bancária cadastrada do beneficiário no portal Sigcon;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
MAURO TRAMONTE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116559;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1461;12867;;Não;;;;;90000,0;88732,14;88732,14;88732,14;88732,14;;;
GUSTAVO VALADARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116560;RESOLUÇÃO SES;APROVADO;1467;7950;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
MAURO TRAMONTE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116563;CELEBRAÇÃO DE CONVÊNIO;APROVADO;150;14544;;Não;;;;;90000,0;89995,66;89995,66;89995,66;89995,66;;;
BRUNO ENGLER;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116564;EXECUÇÃO DIRETA;APROVADO;40;10239;230,0;Sim;Não;Fuzis 5,56 x 45 mm;1,2500840001662024e+16;CONCLUÍDO;50000,0;11000,0;8504,4;0,0;0,0;0,0;Aguarda entregas para liquidação.;indicação com mais de um controle de execução cadastrado
BRUNO ENGLER;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116564;EXECUÇÃO DIRETA;APROVADO;40;10223;246,0;Sim;Não;Escudos balísticos;1,2500840001582024e+16;CONCLUÍDO;50000,0;39000,0;39000,0;0,0;0,0;0,0;Restante do objeto em outro controle de execução. Aguarda entrega para liquidação.;outras razões de ordem técnica devidamente justificadas.
GUSTAVO MITRE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116565;RESOLUÇÃO SES;APROVADO;1485;7816;;Não;;;;;359148,0;359148,0;359148,0;359148,0;359148,0;;;
GUSTAVO MITRE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116566;RESOLUÇÃO SES;APROVADO;1483;7830;;Não;;;;;344515,0;344515,0;344515,0;344515,0;344515,0;;;
GUSTAVO MITRE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116568;RESOLUÇÃO SES;APROVADO;1481;7831;;Não;;;;;160022,0;160022,0;160022,0;160022,0;160022,0;;;
BRUNO ENGLER;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116569;EXECUÇÃO DIRETA;APROVADO;40;10239;230,0;Sim;Não;Fuzis 5,56 x 45 mm;1,2500840001662024e+16;CONCLUÍDO;380000,0;57202,0;56673,0;0,0;0,0;0,0;Saldo decorre de economicidade. Pendente de entrega do material para liquidação.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
BRUNO ENGLER;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116569;EXECUÇÃO DIRETA;APROVADO;40;10215;231,0;Sim;Não;Aquisição de Rádio Móvel Cabeça Estendida.;1,2500710000732024e+16;CONCLUÍDO;380000,0;9392,0;9392,0;9392,0;0,0;0,0;Aguarda confirmação do pagamento.;outras razões de ordem técnica devidamente justificadas.
BRUNO ENGLER;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116569;EXECUÇÃO DIRETA;APROVADO;40;10217;111,0;Sim;Não;12 Unid. de Espingarda Cal. 12 de coronha retrátil;1,2500840001562024e+16;CONCLUÍDO;380000,0;313406,0;313406,0;0,0;0,0;0,0;Aguarda entregas para liquidação. ;outras razões de ordem técnica devidamente justificadas.
GUSTAVO VALADARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116571;RESOLUÇÃO SES;APROVADO;487;6848;;Não;;;;;167906,0;167906,0;167906,0;167906,0;167906,0;;;
Bloco Democracia e Luta;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116572;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1406;8344;;Não;;;;;85000,0;85000,0;85000,0;85000,0;85000,0;;;
Bloco Democracia e Luta;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116573;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1406;8731;;Não;;;;;85257,0;85257,0;85257,0;85257,0;85257,0;;;
Bloco Democracia e Luta;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116574;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1406;8613;;Não;;;;;5000,0;5000,0;5000,0;5000,0;5000,0;;;
Bloco Democracia e Luta;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116575;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1406;8682;;Não;;;;;23089,0;23089,0;23089,0;23089,0;23089,0;;;
GUSTAVO VALADARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116576;RESOLUÇÃO SES;APROVADO;487;6900;;Não;;;;;167906,0;167906,0;167906,0;167906,0;167906,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116577;CELEBRAÇÃO DE CONVÊNIO;APROVADO;140;17005;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116579;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1487;8806;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116580;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1487;8399;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
MARIO HENRIQUE CAIXA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116581;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;73;8414;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
MARIO HENRIQUE CAIXA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116582;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;73;8792;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116583;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1487;8426;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116584;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1487;8402;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116585;CELEBRAÇÃO DE CONVÊNIO;APROVADO;140;14751;;Não;;;;;200000,0;199990,21;199990,21;199990,21;199990,21;;;
GUSTAVO VALADARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116587;RESOLUÇÃO SES;APROVADO;487;6841;;Não;;;;;167906,0;167906,0;167906,0;167906,0;167906,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116588;CELEBRAÇÃO DE CONVÊNIO;APROVADO;140;14659;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116589;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8746;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116591;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8373;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116592;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8703;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116593;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;10004;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116594;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8365;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116595;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;10005;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116596;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8755;;Não;;;;;300000,0;300000,0;300000,0;300000,0;0,0;;Conforme área técnica: Não realização de procedimentos necessários à liberação do recurso dentro do prazo.;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116597;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8685;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116598;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8400;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116601;CELEBRAÇÃO DE CONVÊNIO;APROVADO;140;14630;;Não;;;;;90000,0;89868,0;89868,0;89868,0;89868,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116602;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15784;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116603;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15785;;Não;;;;;1000000,0;1000000,0;1000000,0;1000000,0;1000000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116604;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15786;;Não;;;;;227645,0;227645,0;227645,0;227645,0;227645,0;;;
MARIO HENRIQUE CAIXA;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116605;CELEBRAÇÃO DE CONVÊNIO;APROVADO;84;14515;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
SARGENTO RODRIGUES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116606;RESOLUÇÃO SES;APROVADO;1480;7343;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116607;CELEBRAÇÃO DE CONVÊNIO;APROVADO;140;13717;;Não;;;;;90000,0;90000,0;90000,0;90000,0;0,0;;Ausência de conta bancária cadastrada do beneficiário no portal Sigcon;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
MARIO HENRIQUE CAIXA;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116608;CELEBRAÇÃO DE CONVÊNIO;APROVADO;84;14516;;Não;;;;;210000,0;210000,0;210000,0;210000,0;210000,0;;;
SARGENTO RODRIGUES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116609;RESOLUÇÃO SES;APROVADO;1497;7348;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
JOAO VITOR XAVIER;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116610;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1411;12405;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
SARGENTO RODRIGUES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116612;RESOLUÇÃO SES;APROVADO;1484;7413;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116613;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15787;;Não;;;;;50000,0;50000,0;50000,0;50000,0;50000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116614;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15788;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116615;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15789;;Não;;;;;40000,0;40000,0;40000,0;40000,0;40000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116616;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15790;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Democracia e Luta;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;116617;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1413;8809;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
SARGENTO RODRIGUES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116619;RESOLUÇÃO SES;APROVADO;1503;7417;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
SARGENTO RODRIGUES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116622;RESOLUÇÃO SES;APROVADO;1503;7313;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
SARGENTO RODRIGUES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116623;RESOLUÇÃO SES;APROVADO;1492;7345;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
MAURO TRAMONTE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116627;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1505;12868;;Não;;;;;180000,0;178800,0;178800,0;178800,0;178800,0;;;
DOUTOR PAULO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116628;CELEBRAÇÃO DE CONVÊNIO;APROVADO;162;17016;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
ANDRE QUINTAO;4291;FUNDO ESTADUAL DE SAÚDE;SES;116632;RESOLUÇÃO SES;APROVADO;1510;6892;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
GUSTAVO VALADARES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116636;RESOLUÇÃO SES;APROVADO;487;6939;;Não;;;;;167906,0;167906,0;167906,0;167906,0;167906,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116637;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15791;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116639;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15792;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116640;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15793;;Não;;;;;170000,0;170000,0;170000,0;170000,0;170000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116641;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15794;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116642;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15795;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116643;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15796;;Não;;;;;127333,0;127333,0;127333,0;127333,0;127333,0;;;
SARGENTO RODRIGUES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116644;RESOLUÇÃO SES;APROVADO;1493;7468;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
SARGENTO RODRIGUES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116645;RESOLUÇÃO SES;APROVADO;1495;7346;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
